coptic,greek
ⲙⲓⲗⲓⲟⲛ,μιλιον
ⲙⲓⲗⲓⲟⲥ,μιλιον
ⲙⲓⲗⲟⲥ,μιλος
ⲙⲓⲗⳇ,μιλιαρησιον
ⲙⲓⲙⲏⲥⲓⲥ,μιμησις
ⲙⲓⲝⲓⲥ,μιξις
ⲙⲓⲥⲉⲟⲥ,μισυ
ⲙⲓⲥⲑⲟⲥ,μισθος
ⲙⲓⲥⲑⲱⲥⲓⲥ,μισθωσις
ⲙⲓⲥⲑⲱⲧⲏⲥ,μισθωτης
ⲙⲓⲥⲟⲡⲟⲛⲏⲣⲟⲛ,μισοπονηρος
ⲙⲓⲥⲧⲣⲁⲛⲟⲥ,μυστρον
ⲙⲓⲧⲁⲧⲱⲣ,μητατωρ
ⲙⲓⲧⲣⲁ,μιτρα
ⲙⲛⲏⲙⲏ,μνημη
ⲙⲛⲧⲣⲉⲩⲉ,μετρευω
ⲙⲟⲅⲓⲥ,μογις
ⲙⲟⲇⲓⲟⲛ,μοδιος
ⲙⲟⲓⲣⲁ,μοιρα
ⲙⲟⲓⲭⲉⲓⲁ,μοιχεια
ⲙⲟⲓⲭⲟⲥ,μοιχος
ⲙⲟⲗⲟⲭⲏ,μαλαχη
ⲙⲟⲛⲁⲍⲉⲓ,μοναζω
ⲙⲟⲛⲁⲣⲭⲏⲥ,μοναρχης
ⲙⲟⲛⲁⲣⲭⲓⲁ,μοναρχια
ⲙⲟⲛⲁⲥ,μονας
ⲙⲟⲛⲁⲥⲧⲏⲣⲓⲟⲛ,μοναστηριον
ⲙⲟⲛⲁⲭⲟⲥ,μοναχος
ⲙⲟⲛⲏ,μονη
ⲙⲟⲛⲑⲩⲗⲟⲥ,μονθυλος
ⲙⲟⲛⲟⲅⲉⲛⲏⲥ,μονογενης
ⲙⲟⲛⲟⲕⲗⲁⲇⲟⲥ,μονοκλαδος
ⲙⲟⲛⲟⲙⲟⲓⲣⲉⲓⲁ,μονομοιρια
ⲙⲟⲛⲟⲛ,μονον
ⲙⲟⲣⲓⲟⲛ,μοριον
ⲙⲟⲣⲥⲏⲛⲉ,μυρσινη
ⲙⲟⲣⲥⲏⲛⲏ,μυρσινη
ⲙⲟⲣⲫⲏ,μορφη
ⲙⲟⲩⲗⲗⲁ,μουλα
ⲙⲟⲩⲥⲓⲕⲉ,μουζικιον
ⲙⲟⲩⲥⲓⲕⲟⲛ,μουσικος
ⲙⲟⲩⲥⲭⲁⲧⲉⲛ,μοσχατον
ⲙⲟⲩⲥⲭⲁⲧⲱⲛ,μοσχατον
ⲙⲟⲭⲗⲟⲥ,μοχλος
ⲙⲡⲗⲁⲥⲧⲣⲟⲛ,εμπλαστρον
ⲙⲡⲟⲇⲓⲍⲉ,εμποδιζω
ⲙⲡⲣⲉⲡⲉ,εμπρεπω
ⲙⲩⲣⲓⲁⲣⲭⲟⲥ,μυριαρχος
ⲙⲩⲥⲧⲏⲣⲓⲟⲛ,μυστηριον
ⲙⲱⲁⲃⲓⲧⲏⲥ,μωαβιτης
ⲙⲱⲗⲏⲃⲟⲩ,μολιβος
ⲙⲱⲛⲁⲭⲏ,μοναχη
ⲛⲁⲍⲁⲣⲏⲛⲟⲥ,ναζαρηνος
ⲛⲁⲍⲱⲣⲁⲓⲟⲥ,ναζωραιος
ⲛⲁⲓ,ναι
ⲛⲁⲟⲥ,ναος
ⲛⲁⲣⲇⲓⲝ,ναρθηξ
ⲛⲁⲣⲇⲟⲥ,ναρδος
ⲛⲁⲣⲇⲟⲥⲧⲁⲭⲟⲥ,ναρδοσταχυς
ⲛⲁⲣⲧⲟⲥ,ναρδος
ⲛⲁⲩⲕⲗⲏⲣⲟⲥ,ναυκληρος
ⲛⲉⲁⲛⲓⲥⲕⲟⲥ,νεανισκος
ⲛⲉⲕⲣⲱⲥⲓⲥ,νεκρωσις
ⲛⲉⲙⲉⲓ,νεμω
ⲛⲉⲩⲣⲟⲛ,νευρον
ⲛⲏ,ναι
ⲛⲏⲥⲟⲥ,νησος
ⲛⲏⲥⲧⲉⲓⲁ,νηστεια
ⲛⲏⲥⲧⲉⲩⲉ,νηστευω
ⲛⲏⲫⲉ,νηφω
ⲛⲓⲕⲁ,νικη
ⲛⲓⲕⲉⲁ,νικαια
ⲛⲓⲕⲏ,νικη
ⲛⲓⲕⲟⲫⲟⲣⲟⲥ,νικοφορος
ⲛⲓⲛⲉⲩⲏⲓⲧⲏⲥ,νινευιτης
ⲛⲓⲧⲣⲟⲛ,νιτρον
ⲛⲓⲧⲣⲟⲩ,νιτρον
ⲛⲓⲯⲓⲥ,νιψις
ⲛⲟⲉⲓ,νοεω
ⲛⲟⲉⲣⲁ,νοερος
ⲛⲟⲉⲣⲟⲛ,νοερος
ⲛⲟⲉⲣⲟⲥ,νοερος
ⲛⲟⲏⲙⲁ,νοημα
ⲛⲟⲏⲥⲓⲥ,νοησις
ⲛⲟⲏⲧⲟⲛ,νοητος
ⲛⲟⲏⲧⲟⲥ,νοητος
ⲛⲟⲙⲏ,νομη
ⲛⲟⲙⲓⲍⲟⲛ,νομιζω
ⲛⲟⲙⲓⲕⲟⲛ,νομικος
ⲛⲟⲙⲓⲕⲟⲥ,νομικος
ⲛⲟⲙⲓⲙⲱⲥ,νομιμος
ⲛⲟⲙⲓⲥⲙⲁ,νομισμα
ⲛⲟⲙⲟⲇⲓⲇⲁⲥⲕⲁⲗⲟⲥ,νομοδιδασκαλος
ⲛⲟⲙⲟⲏⲑⲏⲥⲓⲥ,νομοθετησις
ⲛⲟⲙⲟⲑⲉⲧⲏⲥ,νομοθετης
ⲛⲟⲙⲟⲑⲉⲧⲓ,νομοθετεω
ⲛⲟⲙⲟⲑⲩⲥⲓⲁ,νομοθεσια
ⲛⲟⲙⲟⲥ,νομος
ⲛⲟⲟⲛ,νους
ⲛⲟⲡⲓⲟⲥ,νουβαιος
ⲛⲟⲧⲁⲣⲓⲟⲥ,νοταριος
ⲛⲟⲩⲑⲉⲧⲉⲓ,νουθετεω
ⲛⲟⲩⲙⲉⲣⲟⲛ,νουμερον
ⲛⲟⲩⲙⲟⲥ,νουμμος
ⲛⲟⲩⲥ,νους
ⲛⲩⲕⲏⲥⲓⲥ,νικησις
ⲛⲩⲙⲫⲏ,νυμφη
ⲛⲩⲙⲫⲓⲟⲥ,νυμφιος
ⲛⲩⲙⲫⲱⲛ,νυμφων
ⲛⲩⲙⲯⲓⲥ,νηψις
ⲛⲩⲥⲁⲉⲩⲥ,νυσαευς
ⲝ(ⲉⲥⲧⲏⲥ),ξεστης
ⲝⲉⲛⲉⲓⲟⲥ,ξενιος
ⲝⲉⲛⲓⲕⲟⲥ,ξενικος
ⲝⲉⲛⲓⲟⲛ,ξενιον
ⲝⲉⲥⲧⲏⲥ,ξεστης
ⲝⲏⲗⲟⲛ,ξυλον
ⲝⲩⲣⲟⲛ,ξηρον
ⲟⲃⲣⲩⲍⲟⲛ,οβρυζος
ⲟⲅⲇⲟⲁⲥ,ογδοας
ⲟⲓⲕⲉⲓⲟⲩⲥⲑⲁⲓ,οικεω
ⲟⲓⲕⲟⲇⲉⲥⲡⲟⲧⲏⲥ,οικοδεσποτης
ⲟⲓⲕⲟⲇⲟⲙⲟⲥ,οικοδομος
ⲟⲓⲕⲟⲑⲉⲛ,οικοθεν
ⲟⲓⲕⲟⲛⲟⲙⲉⲓ,οικονομεω
ⲟⲓⲕⲟⲛⲟⲙⲓⲁ,οικονομια
ⲟⲓⲕⲟⲛⲟⲙⲟⲥ,οικονομος
ⲟⲓⲕⲟⲥ,οικος
ⲟⲓⲕⲟⲥⲕⲉⲩⲏ,οικοσκευη
ⲟⲓⲕⲟⲩⲙⲉⲛⲏ,οικουμενη
ⲟⲓⲛⲟⲩ,οινος
ⲟⲕⲧⲟⲏⲥ,ογδοος
ⲟⲗⲓⲅⲱⲣⲉⲓ,ολιγωρεω
ⲟⲗⲓⲕⲉ,ολιγοω
ⲟⲗⲗⲁⲣⲓⲟⲛ,οραριον
ⲟⲙⲟⲓⲱⲥ,ομοιως
ⲟⲙⲟⲩ,ομου
ⲟⲛⲟⲙⲁⲍⲉ,ονομαζω
ⲟⲛⲟⲙⲁⲥⲓⲁ,ονομασια
ⲟⲛⲟⲙⲁⲥⲧⲟⲥ,ονομαστος
ⲟⲛⲧⲱⲥ,οντως
ⲟⲝⲏⲥ,οξος
ⲟⲝⲟⲥ,οξος
ⲟⲡⲉⲣ,οσπερ
ⲟⲡⲓⲕⲟⲛ,οπικος
ⲟⲡⲓⲟⲛ,οπιον
ⲟⲡⲓⲟⲩ,οπιον
ⲟⲡⲓⲥⲱ,οπισω
ⲟⲡⲧⲁⲥⲓⲁ,οπτασια
ⲟⲡⲱⲣⲁ,οπωρα
ⲟⲣⲁⲝ,αραξ
ⲟⲣⲅⲁⲛⲟⲛ,οργανον
ⲟⲣⲅⲏ,οργη
ⲟⲣⲇⲓⲛⲟⲛ,ορδινον
ⲟⲣⲑⲏⲥⲓⲥ,ορθιησις
ⲟⲣⲑⲟⲇⲟⲝⲟⲥ,ορθοδοξος
ⲟⲣⲑⲟⲛ,ορθος
ⲟⲣⲑⲱⲧⲱⲕⲝⲏⲓⲁ,ορθοδοξια
ⲟⲣⲓⲕⲁⲛⲟⲛ,οριγανον
ⲟⲣⲕⲟⲥ,ορκος
ⲟⲣⲟⲃⲟⲩ,οροβος
ⲟⲣⲫⲁⲛⲟⲥ,ορφανος
ⲟⲣⲭⲉⲓ,ορχεομαι
ⲟⲣⲭⲟⲥ,ορχος
ⲟⲩⲁ,ουα
ⲟⲩⲁⲓ,ουαι
ⲟⲩⲇⲉ,ουδε
ⲟⲩⲉⲓⲉⲛⲓⲛ,ιων
ⲟⲩⲏⲗⲟⲛ,βηλον
ⲟⲩⲕⲉⲧⲓ,ουκετι
ⲟⲩⲕⲟⲩⲛ,ουκουν
ⲟⲩⲛ,ουν
ⲟⲩⲣⲁⲛⲓⲟⲛ,ουρανιος
ⲟⲩⲣⲁⲛⲟⲥ,ουρανος
ⲟⲩⲥⲓⲁ,ουσια
ⲟⲩⲥⲓⲁⲣⲭⲏⲥ,ουσιαρχης
ⲟⲩⲭⲓ,ουχι
ⲟⲫⲑⲁⲗⲙⲓⲁ,οφθαλμια
ⲟⲭⲉⲙⲁ,οχημα
ⲟⲭⲗⲏⲥⲓⲥ,οχλησις
ⲟⲭⲗⲟⲥ,οχλος
ⲡⲁⲅⲁⲛⲟⲥ,παγανος
ⲡⲁⲑⲉⲓ,πασχω
ⲡⲁⲑⲟⲥ,παθος
ⲡⲁⲑⲩⲥⲓⲥ,παθησις
ⲡⲁⲓⲅⲛⲓⲟⲛ,παιγνιον
ⲡⲁⲓⲇⲉⲩⲉ,παιδευω
ⲡⲁⲓⲇⲓⲁ,παιδεια
ⲡⲁⲕⲁⲛⲟⲥ,παγανος
ⲡⲁⲕⲧⲟⲛ,πακτον
ⲡⲁⲗⲁⲓⲁ,παλαιος
ⲡⲁⲗⲁⲥⲧⲓⲛⲓⲁⲛⲟⲥ,παλαιστιανος
ⲡⲁⲗⲁⲧⲓⲛⲟⲥ,παλατινος
ⲡⲁⲗⲓⲛ,παλιν
ⲡⲁⲗⲗⲁⲕⲏ,παλλακη
ⲡⲁⲗⲗⲁⲧⲓⲟⲛ,παλατιον
ⲡⲁⲙⲙⲏⲧⲱⲣ,παμμητωρ
ⲡⲁⲛⲁⲅⲓⲟⲥ,παναγιος
ⲡⲁⲛⲁⲣⲉ,παναριον
ⲡⲁⲛⲅⲉⲛⲉⲧⲱⲣ,πανγενετωρ
ⲡⲁⲛⲅⲉⲛⲓⲁ,πανγενια
ⲡⲁⲛⲅⲛⲱⲥⲓⲥ,πανγνωσις
ⲡⲁⲛⲇⲏⲗⲟⲥ,πανδηλος
ⲡⲁⲛⲇⲓⲁ,πανδια
ⲡⲁⲛⲇⲟⲩⲣⲁ,πανδουρα
ⲡⲁⲛⲇⲩⲛⲁⲙⲓⲥ,πανδυναμις
ⲡⲁⲛⲉⲩⲫⲏⲙⲟⲥ,πανευφημος
ⲡⲁⲛⲏⲣⲉⲙⲟⲥ,πανηρεμος
ⲡⲁⲛⲑⲏⲣ,πανθηρ
ⲡⲁⲛⲙⲩⲥⲧⲏⲣⲓⲟⲛ,πανμυστηριον
ⲡⲁⲛⲟⲥⲓⲟⲥ,πανοσιος
ⲡⲁⲛⲟⲩⲣⲅⲓⲁ,πανουργια
ⲡⲁⲛⲟⲩⲣⲅⲟⲥ,πανουργος
ⲡⲁⲛⲟⲩⲥⲓⲟⲥ,πανουσιος
ⲡⲁⲛⲡⲏⲅⲏ,πανπηγη
ⲡⲁⲛⲥⲟⲫⲟⲥ,πανσοφος
ⲡⲁⲛⲧⲉⲗⲏⲥ,παντελης
ⲡⲁⲛⲧⲉⲗⲓⲟⲛ,παντελειος
ⲡⲁⲛⲧⲉⲗⲓⲟⲥ,παντελειος
ⲡⲁⲛⲧⲟⲇⲩⲛⲁⲙⲓⲥ,παντοδυναμις
ⲡⲁⲛⲧⲟⲇⲩⲛⲁⲙⲟⲥ,παντοδυναμος
ⲡⲁⲛⲧⲟⲕⲣⲁⲧⲱⲣ,παντοκρατωρ
ⲡⲁⲛⲧⲟⲙⲟⲣⲫⲟⲥ,παντομορφος
ⲡⲁⲛⲧⲟⲡⲁⲧⲱⲣ,παντοπατωρ
ⲡⲁⲛⲧⲟⲭⲓⲟⲛ,πανδοχειον
ⲡⲁⲛⲧⲱⲥ,παντως
ⲡⲁⲛⲹⲁⲅⲛⲟⲛ,παναγνος
ⲡⲁⲛⲹⲟⲗⲱⲛ,πανολον
ⲡⲁⲛⲹⲟⲡⲗⲓⲁ,πανοπλια
ⲡⲁⲡⲁⲥ,παπας
ⲡⲁⲣⲁ,παρα
ⲡⲁⲣⲁⲃⲁ,παραβαινω
ⲡⲁⲣⲁⲃⲁⲥⲓⲁ,παραβασια
ⲡⲁⲣⲁⲃⲁⲥⲓⲥ,παραβασις
ⲡⲁⲣⲁⲃⲁⲧⲏⲥ,παραβατης
ⲡⲁⲣⲁⲃⲉⲛⲓⲛ,παραβαινω
ⲡⲁⲣⲁⲃⲟⲗⲁⲟⲩⲓ,παραβολη
ⲡⲁⲣⲁⲃⲟⲗⲏ,παραβολη
ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ,παραγγελλω
ⲡⲁⲣⲁⲅⲅⲉⲗⲓⲁ,παραγγελια
ⲡⲁⲣⲁⲅⲉ,παραγω
ⲡⲁⲣⲁⲅⲓⲛ,παραγω
ⲡⲁⲣⲁⲅⲣⲁⲫⲏ,παραγραφη
ⲡⲁⲣⲁⲇⲉⲓⲥⲟⲥ,παραδεισος
ⲡⲁⲣⲁⲇⲉⲭⲉ,παραδεχομαι
ⲡⲁⲣⲁⲇⲓⲅⲙⲁ,παραδειγμα
ⲡⲁⲣⲁⲇⲓⲇⲟⲩ,παραδιδωμι
ⲡⲁⲣⲁⲇⲓⲥⲟⲥ,παραδεισος
ⲡⲁⲣⲁⲇⲟⲝⲟⲛ,παραδοξος
ⲡⲁⲣⲁⲇⲟⲝⲟⲥ,παραδοξος
ⲡⲁⲣⲁⲇⲟⲥⲓⲥ,παραδοσις
ⲡⲁⲣⲁⲑⲏⲕⲏ,παραθηκη
ⲡⲁⲣⲁⲓⲧⲉⲓ,παραιτεομαι
ⲡⲁⲣⲁⲕⲁⲗⲉⲓ,παρακαλεω
ⲡⲁⲣⲁⲕⲁⲗⲉⲓⲥⲑⲁⲓ,παρακαλεω
ⲡⲁⲣⲁⲕⲗⲏⲥⲓⲥ,παρακλησις
ⲡⲁⲣⲁⲕⲗⲏⲧⲓⲕⲟⲛ,παρακλητικος
ⲡⲁⲣⲁⲕⲗⲏⲧⲟⲛ,παρακλητος
ⲡⲁⲣⲁⲕⲗⲏⲧⲟⲥ,παρακλητος
ⲡⲁⲣⲁⲕⲟⲗⲟⲩⲑⲏⲥⲓⲥ,παρακολουθησις
ⲡⲁⲣⲁⲗⲁⲗⲓⲍⲉ,παραλλασσω
ⲡⲁⲣⲁⲗⲁⲙⲃⲁⲛⲉ,παραλαμβανω
ⲡⲁⲣⲁⲗⲏⲙⲡⲧⲏⲥ,παραλημπτης
ⲡⲁⲣⲁⲗⲏⲙⲡⲧⲱⲣ,παραλημπτωρ
ⲡⲁⲣⲁⲗⲓⲁ,παραλια
ⲡⲁⲣⲁⲗⲗⲁⲥⲥⲉ,παραλλασσω
ⲡⲁⲣⲁⲗⲟⲅⲟⲛ,παραλογος
ⲡⲁⲣⲁⲙⲉⲓⲛⲉ,παραμενω
ⲡⲁⲣⲁⲙⲟⲛⲏ,παραμονη
ⲡⲁⲣⲁⲙⲩⲑⲓⲁ,παραμυθια
ⲡⲁⲣⲁⲛⲟⲙⲉⲓ,παρανομεω
ⲡⲁⲣⲁⲛⲟⲙⲓⲁ,παρανομια
ⲡⲁⲣⲁⲛⲟⲙⲟⲛ,παρανομος
ⲡⲁⲣⲁⲛⲟⲙⲟⲥ,παρανομος
ⲡⲁⲣⲁⲡⲉⲧⲁⲥⲙⲁ,παραπετασμα
ⲡⲁⲣⲁⲡⲟⲧⲁⲙⲓⲁ,παραποταμιος
ⲡⲁⲣⲁⲡⲧⲱⲙⲁ,παραπτωμα
ⲡⲁⲣⲁⲥⲕⲉⲩⲏ,παρασκευη
ⲡⲁⲣⲁⲥⲧⲁⲧⲉⲓ,παραστατεω
ⲡⲁⲣⲁⲥⲧⲁⲧⲏⲥ,παραστατης
ⲡⲁⲣⲁⲧⲁⲝⲓⲥ,παραταξις
ⲡⲁⲣⲁⲧⲏⲣⲓ,παρατηρεω
ⲡⲁⲣⲁⲧⲓⲅⲙⲁⲧⲓⲍⲉ,παραδειγματιζω
ⲡⲁⲣⲁⲧⲓⲛⲉ,παρατεινω
ⲡⲁⲣⲁⲫⲣⲁⲥⲓⲥ,παραφρασις
ⲡⲁⲣⲁⲫⲣⲱⲛ,παραφρων
ⲡⲁⲣⲁⲫⲩⲥⲓⲥ,παραφυσις
ⲡⲁⲣⲁⲭⲓⲙⲁⲍⲉ,παραχειμαζω
ⲡⲁⲣⲁⲭⲱⲣⲉⲓ,παραχωρεω
ⲡⲁⲣⲁⲭⲱⲣⲓⲛ,παραχωρεω
ⲡⲁⲣⲇⲁⲗⲓⲥ,παρδαλις
ⲡⲁⲣⲉⲗⲑⲉ,παρερχομαι
ⲡⲁⲣⲉⲙⲃⲟⲗⲏ,παρεμβολη
ⲡⲁⲣⲉⲟⲛ,παλαιος
ⲡⲁⲣⲑⲉⲛⲏ,παρθενος
ⲡⲁⲣⲑⲉⲛⲓⲁ,παρθενεια
ⲡⲁⲣⲑⲉⲛⲓⲕⲏ,παρθενικος
ⲡⲁⲣⲑⲉⲛⲓⲕⲟⲛ,παρθενικος
ⲡⲁⲣⲑⲉⲛⲟⲥ,παρθενος
ⲡⲁⲣⲑⲉⲛⲱⲛ,παρθενων
ⲡⲁⲣⲑⲟⲥ,παρθος
ⲡⲁⲣⲓⲥⲑⲙⲓⲟⲛ,παρισθμιον
ⲡⲁⲣⲟⲓⲕⲏⲥⲓⲥ,παροικησις
ⲡⲁⲣⲟⲝⲩⲥⲙⲟⲥ,παροξυσμος
ⲡⲁⲣⲟⲣⲁ,παροραω
ⲡⲁⲣⲟⲩⲥⲓⲁ,παρουσια
ⲡⲁⲣⲣⲏⲥⲓⲁ,παρρησια
ⲡⲁⲣⲱⲝⲩⲛⲉ,παροξυνω
ⲡⲁⲣⲹⲓⲥⲧⲁ,παριστανω
ⲡⲁⲣⲹⲟⲓⲙⲓⲁ,παροιμια
ⲡⲁⲣⲹⲩⲙⲓⲁⲥⲧⲏⲥ,παροιμιαστης
ⲡⲁⲥⲧⲟⲥ,παστος
ⲡⲁⲥⲧⲟⲫⲟⲣⲓⲟⲛ,παστοφοριον
ⲡⲁⲥⲭⲁ,πασχα
ⲡⲁⲧⲁⲥⲥⲉ,πατασσω
ⲡⲁⲧⲉⲓ,πατεω
ⲡⲁⲧⲣⲓⲁ,πατρια
ⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ,πατριαρχης
ⲡⲁⲧⲣⲓⲥ,πατρις
ⲡⲉⲇⲏ,πεδη
ⲡⲉⲓⲑⲉ,πειθω
ⲡⲉⲓⲣⲁⲍⲉ,πειραζω
ⲡⲉⲓⲣⲁⲥⲙⲟⲥ,πειρασμος
ⲡⲉⲓⲣⲁⲧⲏⲣⲓⲟⲛ,πειρατηριον
ⲡⲉⲗⲁⲅⲟⲥ,πελαγος
ⲡⲉⲗⲙⲁ,πελμα
ⲡⲉⲙⲡⲧⲉ,πεμπτος
ⲡⲉⲛⲁⲅⲓⲥ,πινακις
ⲡⲉⲛⲑⲉⲓ,πενθεω
ⲡⲉⲛⲑⲟⲥ,πενθος
ⲡⲉⲛⲧⲁⲥ,πεντας
ⲡⲉⲛⲧⲉⲕⲟⲛⲧⲁⲣⲭⲟⲥ,πεντηκονταρχος
ⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ,πεντηκοστη
ⲡⲉⲡⲗⲏⲙⲙⲉⲛⲏⲥ,πλυνω
ⲡⲉⲣⲓⲁⲅⲉ,περιαγω
ⲡⲉⲣⲓⲅⲣⲁⲫⲏ,περιγραφη
ⲡⲉⲣⲓⲇⲱⲛ,πιεριδες
ⲡⲉⲣⲓⲍⲱⲙⲁ,περιζωμα
ⲡⲉⲣⲓⲕⲁⲑⲁⲣⲙⲁ,περικαθαρμα
ⲡⲉⲣⲓⲕⲁⲕⲉⲓ,περικακεω
ⲡⲉⲣⲓⲕⲉⲫⲁⲗⲁⲓⲁ,περικεφαλαια
ⲡⲉⲣⲓⲕⲟⲡⲏ,περικοπη
ⲡⲉⲣⲓⲟⲇⲟⲥ,περιοδος
ⲡⲉⲣⲓⲟⲩⲣⲅⲟⲥ,περιουργος
ⲡⲉⲣⲓⲟⲩⲥⲓⲁ,περιουσια
ⲡⲉⲣⲓⲟⲭⲏ,περιοχη
ⲡⲉⲣⲓⲥⲟⲛ,περισσος
ⲡⲉⲣⲓⲥⲡⲁⲥⲙⲟⲥ,περισπασμος
ⲡⲉⲣⲓⲥⲥⲟⲛ,περισσος
ⲡⲉⲣⲓⲥⲧⲉ,περιστερα
ⲡⲉⲣⲓⲥⲧⲉⲣⲉⲱⲛ,περιστερεων
ⲡⲉⲣⲓⲥⲧⲉⲣⲉⲱⲛⲟⲥ,περιστερεων
ⲡⲉⲣⲓⲭⲉ,περιχεω
ⲡⲉⲣⲓⲭⲣⲉ,περιχριω
ⲡⲉⲣⲓⲭⲣⲓⲁ,περιχριω
ⲡⲉⲣⲓⲭⲱⲣⲟⲥ,περιχωρος
ⲡⲉⲣⲡⲉⲣⲟⲥ,περπερος
ⲡⲉⲣⲥⲏⲥ,περσης
ⲡⲉⲣⲥⲟⲥ,περσος
ⲡⲉⲣⲥⲧⲉⲣⲉⲱⲙⲁ,περιστερεωμα
ⲡⲉⲧⲁⲗⲟⲛ,πεταλον
ⲡⲉⲧⲓⲉⲓⲛⲏⲥ,πιτυⲓνον
ⲡⲉⲧⲣⲁ,πετρα
ⲡⲏⲅⲏ,πηγη
ⲡⲏⲣⲁ,πηρα
ⲡⲏⲥⲓⲥⲏⲣⲁⲥ,πισσα
ⲡⲏⲥⲥⲉ,πησσω
ⲡⲓⲑⲉⲥⲑⲁⲓ,πειθω
ⲡⲓⲑⲟⲥ,πιθος
ⲡⲓⲕⲣⲓⲁ,πικρια
ⲡⲓⲛⲁⲅⲓⲥ,πινακις
ⲡⲓⲛⲁⲝ,πιναξ
ⲡⲓⲡⲉⲣ,πιπερ
ⲡⲓⲡⲉⲣⲱⲥ,πιπερ
ⲡⲓⲣⲁⲍⲓⲛ,πειραζω
ⲡⲓⲥⲧⲉⲩⲉ,πιστευω
ⲡⲓⲥⲧⲉⲩⲓⲛ,πιστευω
ⲡⲓⲥⲧⲏ,πιστος
ⲡⲓⲥⲧⲓⲕⲏ,πιστικος
ⲡⲓⲥⲧⲓⲥ,πιστις
ⲡⲓⲥⲧⲟⲛ,πιστος
ⲡⲓⲥⲧⲟⲥ,πιστος
ⲡⲓⲥⲧⲟⲩ,πιστοω
ⲡⲓⲧⲁⲕⲓⲟⲛ,πιττακιον
ⲡⲗⲁⲛⲁ,πλαναω
ⲡⲗⲁⲛⲁⲥⲑⲁⲓ,πλαναω
ⲡⲗⲁⲛⲁⲥⲑⲉ,πλαναω
ⲡⲗⲁⲛⲏ,πλανη
ⲡⲗⲁⲛⲏⲧⲏⲥ,πλανητης
ⲡⲗⲁⲛⲟⲥ,πλανος
ⲡⲗⲁⲝ,πλαξ
ⲡⲗⲁⲥⲓⲥ,πλασις
ⲡⲗⲁⲥⲙⲁ,πλασμα
ⲡⲗⲁⲥⲥⲉ,πλασσω
ⲡⲗⲁⲥⲧⲏⲥ,πλαστης
ⲡⲗⲁⲥⲧⲟⲛ,πλαστος
ⲡⲗⲁⲧⲁⲛⲟⲥ,πλατανος
ⲡⲗⲁⲧⲉⲓⲁ,πλατεια
ⲡⲗⲁⲧⲏⲣⲉ,πλατηριον
ⲡⲗⲉⲁ,πλεαω
ⲡⲗⲉⲟⲛⲉⲕⲧⲏⲙⲁ,πλεονεκτημα
ⲡⲗⲉⲟⲛⲹⲉⲕⲧⲏⲥ,πλεονεκτης
ⲡⲗⲉⲣⲟⲫⲟⲣⲓⲁ,πληροφορια
ⲡⲗⲏⲅⲏ,πληγη
ⲡⲗⲏⲕⲧⲣⲟⲛ,πληκτρον
ⲡⲗⲏⲛ,πλην
ⲡⲗⲏⲣⲉⲥ,πληρης
ⲡⲗⲏⲣⲟⲩ,πληροω
ⲡⲗⲏⲣⲟⲫⲟⲣⲉⲓ,πληροφορεω
ⲡⲗⲏⲣⲟⲫⲟⲣⲉⲓⲥⲑⲁⲓ,πληροφορεω
ⲡⲗⲏⲣⲱⲙⲁ,πληρωμα
ⲡⲗⲏⲣⲱⲥⲓⲥ,πληρωσις
ⲡⲗⲏⲥⲥⲉ,πλησσω
ⲡⲗⲟⲩⲥⲓⲟⲥ,πλουσιος
ⲡⲗⲟⲩⲧⲱⲛⲓⲟⲥ,πλουτωνιος
ⲡⲗⲩⲅⲏ,πληγη
ⲡⲛⲉⲩⲙⲁ,πνευμα
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲏ,πνευματικος
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ,πνευματικος
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ,πνευματικος
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ,πνευματικως
ⲡⲛⲉⲩⲙⲁⲧⲟⲫⲟⲣⲟⲥ,πνευματοφορος
ⲡⲛⲉⲩⲙⲱⲛ,πνευμων
ⲡⲛⲟⲏ,πνοη
ⲡⲟⲇⲏⲣⲏ,ποδηρης
ⲡⲟⲇⲟⲛⲓⲡⲧⲏⲣ,ποδονιπτηρ
ⲡⲟⲓⲏⲥⲓⲥ,ποιησις
ⲡⲟⲓⲏⲧⲏⲥ,ποιητης
ⲡⲟⲓⲙⲏⲛ,ποιμην
ⲡⲟⲗⲉⲙⲉⲓ,πολεμεω
ⲡⲟⲗⲉⲙⲓⲕⲟⲛ,πολεμικος
ⲡⲟⲗⲉⲙⲓⲟⲥ,πολεμιος
ⲡⲟⲗⲉⲙⲓⲥⲧⲏⲥ,πολεμιστης
ⲡⲟⲗⲉⲙⲟⲥ,πολεμος
ⲡⲟⲗⲓⲥ,πολις
ⲡⲟⲗⲓⲧⲉⲓⲁ,πολιτεια
ⲡⲟⲗⲓⲧⲉⲩⲉ,πολιτευω
ⲡⲟⲗⲓⲧⲉⲩⲉⲥⲑⲁⲓ,πολιτευω
