hebrew,greek,count
עמרי,αμβρι,13
איזבל,ιεζαβελ,13
עזריה,αζαρια,13
מיכאל,μιχαηλ,13
יו,θαυμασιοσ,13
זעמ,οργη,13
ני,διδασκω,13
טוב,χρηστοσ,13
משכיל,συνεσισ,13
פשע,ανομια,13
בלטשאצר,βαλτασαρ,13
חכימי,σοφοσ,13
אור,φωσ,12
אתת,σημειον,12
יתנ,τιθημι,12
חמישי,πεμπτοσ,12
נעשה,ποιεω,12
זכר,αρσην,12
יכמ,οφθαλμοσ,12
יקרא,επονομαζω,12
בהמה,κτηνουσ,12
חיה,θηριον,12
שלח,εξαποστελλω,12
קציר,θερισμοσ,12
אמרי,αμορραι,12
כנעני,χαναναιος,12
כלת,νυμφη,12
אקח,λαμβανω,12
עינ,πηγη,12
הרבה,πολυσ,12
אדע,γιγνωσκω,12
הגר,αγαρ,12
נער,παισ,12
יראה,φοβεω,12
רשע,ασεβησ,12
עבור,ενεκα,12
תעשו,ποιεω,12
אינ,ουδεισ,12
שנ,αμφοτεροι,12
חול,αμμοσ,12
קבר,θαπτω,12
השמר,προσεχω,12
צאת,εκπορευομαι,12
כד,υδρια,12
כספ,αργυρεοσ,12
תקמ,ανιστημι,12
נחל,φαραγξ,12
מצוה,εντελλω,12
קללה,καταρα,12
עשתה,ποιεω,12
יו,ιματιον,12
יעבר,διαβαινω,12
הייתי,γιγνομαι,12
שמתי,τιθημι,12
ישאל,ερωταω,12
ראשנה,πρωτοσ,12
מצאתי,ευρισκω,12
יתנו,διδωμι,12
אלופי,ηγεμων,12
לכו,δευ,12
עזימ,αιγω,12
שמלת,ιματιον,12
מתנ,οσφυσ,12
ינו,ημι,12
ראות,βλεπω,12
מכיר,μαχιρ,12
סוסימ,ιπποσ,12
חק,προσταγμα,12
מופת,τερασ,12
סופ,ερυθροσ,12
ראשונ,πρω,12
ראש,κορυφη,12
הו,ποιεω,12
יכ,εργον,12
קרב,υμω,12
יכתב,γραφω,12
ארנ,κιβωτοσ,12
מנרה,λυχνια,12
שפת,χειλουσ,12
אפד,επωμισ,12
טור,στιξ,12
לחת,πλακασ,12
מזרח,ανατολη,12
חשבונ,εσεβων,12
צדק,δικαιοσ,12
משפטימ,κριμα,12
אשמע,ακουω,12
עבר,διαβαινω,12
טמא,ακαθαρτοσ,12
אזנ,ωτιον,12
שקר,αδικοσ,12
חדש,καινοσ,12
גדלות,μεγασ,12
אלוה,θεοσ,12
חצ,βελοσ,12
קדמ,αρχη,12
חזונ,ορασισ,12
דגונ,δαγων,12
עגלה,αμαξα,12
אחיה,αχια,12
ממלכה,βασιλεια,12
נס,φευγω,12
גברימ,δυνατοσ,12
צבא,στρατια,12
בת,βηρσαβεε,12
עמשא,αμεσσαι,12
ישע,σωτηρια,12
לשונ,γλωσσα,12
אדניהו,αδωνιασ,12
הימנ,αιμαν,12
אצרות,θησαυροσ,12
יער,δρυμου,12
גבורת,δυναστεια,12
בעל,βααλ,12
ני,επακουσον,12
טוב,χρηστοτησ,12
ארח,οδοσ,12
יושיע,σωζω,12
עלמינ,αιω,12
הונ,μεροσ,12
הינ,μεροσ,12
עלי,υψιστοσ,12
עלא,υψιστοσ,12
פרס,περσω,12
רבו,πληθυνω,11
חית,θηριον,11
יצר,πλασσω,11
מצא,ευρισκω,11
כנ,ενεκα,11
ישלח,εκτεινω,11
יפלו,πιπτω,11
יהרג,αποκτεινω,11
למכ,λαμεχ,11
יד,ημω,11
יפת,ιαφεθ,11
מאה,εικοσι,11
תבה,κιβωτος,11
שש,εξακοσιοι,11
חיי,ζωη,11
אמה,πηχεισ,11
הלוכ,πορευομαι,11
צא,εξερχομαι,11
תרשיש,θαρσισ,11
ארמ,αραμ,11
עמ,γενοσ,11
שלשימ,εκατον,11
יקרא,επικαλεω,11
קדש,καδησ,11
נעל,υποδημα,11
תדע,γιγνωσκω,11
תהר,συλλαμβανω,11
שלש,τρεισ,11
היות,γιγνομαι,11
שמרו,φυλασσω,11
יכ,οπισω,11
אוכל,δυναμαι,11
דבר,πρα,11
לכה,δευ,11
שבע,φρεαρ,11
צבא,αρχιστρατηγοσ,11
מת,νεκροσ,11
חת,χετ,11
ירכ,μηροσ,11
נקי,αθωσ,11
כמ,υμει,11
זקנ,πρεσβυτησ,11
יקברו,θαπτω,11
מות,αποθανει,11
שני,ετοσ,11
יו,κεφαλη,11
מצבה,στηλη,11
שלשה,τρεισ,11
עשרת,δεκα,11
כמ,πατηρ,11
נחלה,κληρονομια,11
ריקמ,κενοσ,11
יבוא,ερχομαι,11
חמור,εμμωρ,11
יכמ,υιοσ,11
סביבת,κυκλω,11
בנימינ,βενιαμιν,11
תלדות,γενεσισ,11
אדומ,ιδουμαια,11
ישבו,καθιζω,11
מט,ραβδοσ,11
פרצ,φαρεσ,11
מצרי,αιγυπτιοσ,11
תדבר,λαλεω,11
נתת,διδωμι,11
שבלימ,σταχυσ,11
באו,ερχομαι,11
בא,εισπορευομαι,11
עבד,οικετησ,11
ראיתמ,οραω,11
שלש,τρει,11
יכ,εχθρω,11
קשה,σκληροσ,11
חזקה,κραταια,11
אתות,σημειον,11
דבר,θανατοσ,11
עזיאל,οζιηλ,11
עמינדב,αμιναδαβ,11
איתמר,ιθαμαρ,11
פינחס,φινεεσ,11
שתי,αμφοτεροσ,11
עבד,δουλευω,11
מו,ωσει,11
צאת,εξοδοσ,11
שמרי,φυλασσω,11
יראת,φοβοσ,11
ריב,κρισισ,11
שתי,αμφοτεροι,11
נשא,λαμβανω,11
פנ,ημω,11
חומה,τειχοσ,11
נחל,χειμαρρουσ,11
ממלכות,βασιλεια,11
חקת,δικαιωμα,11
נאמנ,πιστοσ,11
גבר,ανηρ,11
נקרא,επικαλεω,11
בטח,πειθω,11
יראו,φοβεω,11
משנא,μισου,11
שמע,εισακουσον,11
מלכ,ημω,11
יבוא,ηκω,11
יכו,πατασσω,11
יביש,ιαβισ,11
תשועה,σωτηρια,11
חפצ,εθελω,11
רמה,ραμα,11
קעילה,κειλα,11
אביגיל,αβιγαια,11
ינו,κυριοσ,11
עשהאל,ασαηλ,11
בחיר,εκλεκτοσ,11
מגנ,υπερασπιστησ,11
יציל,ερυω,11
מלת,λογοσ,11
אמה,πηχει,11
כלבימ,κυων,11
שב,επιστρεφω,11
זמרי,ζαμβρι,11
ענ,επακουσον,11
ארננ,ορνα,11
עבד,αβδεδομ,11
אדמ,αβδεδομ,11
כתב,γραφη,11
אהבתי,αγαπαω,11
רצונ,θελημα,11
יודו,εξομολογησασθωσαν,11
פח,παγισ,11
בבל,βαβυλωνιοσ,11
די,οπωσ,11
גב,λακκοσ,11
שגיא,πολυσ,11
גנ,παραδεισοσ,10
יכ,ζωη,10
נפלו,πιπτω,10
קיננ,καιναν,10
שמנימ,ογδοηκοντα,10
שבע,επτακοσιοι,10
יו,ημερα,10
חוצ,εξωθεν,10
בנ,ετω,10
יזכר,μιμνησκω,10
יעל,αναφερω,10
ריח,οσμη,10
עמרה,γομορρασ,10
תרח,θαρα,10
שמאל,αριστεροσ,10
נה,διδωμι,10
ממרא,μαμβρη,10
יה,προσωπον,10
שדי,θεοσ,10
יכמ,γενεα,10
אראה,οραω,10
שב,αποστρεφω,10
יכ,θυγατηρ,10
מות,αποθνησκω,10
פקד,επισκεπτομαι,10
באר,ορκοσ,10
שבע,ορκοσ,10
חמר,ονοσ,10
ישמ,επιτιθημι,10
בתואל,βαθουηλ,10
קרית,πολισ,10
ארמ,μεσοποταμια,10
יספר,διηγεομαι,10
יאהב,αγαπαω,10
חתי,χετταιος,10
בטנ,γαστηρ,10
ציד,θηρα,10
יגדו,απαγγελλω,10
ערת,δερμα,10
נאספו,συναγω,10
שלשמ,τριτοσ,10
הלכת,πορευομαι,10
ני,εκαιρεω,10
חרפה,ονειδοσ,10
זבולנ,ζαβουλων,10
מבקש,ζητεω,10
נלכה,πορευομαι,10
הציל,εξαιρεω,10
ישלחו,αποστελλω,10
נחמ,παρακαλεω,10
ינס,φευγω,10
זכרת,μιμνησκω,10
ירדו,καταβαινω,10
קחו,λαμβανω,10
תנה,διδωμι,10
תיראו,φοβεω,10
קרוב,εγγυσ,10
זבחימ,θυσια,10
תועבת,βδελυγμα,10
זבת,ρεουσαν,10
לכ,βαδιζε,10
יו,εργον,10
ישמע,εισακουσεται,10
מחלי,μοολι,10
סופ,θαλασσα,10
פסח,πασχα,10
שמרתמ,φυλαξεσθε,10
שירה,ωδη,10
שופר,σαλπιγξ,10
שוא,ματαιοσ,10
עבדימ,δου,10
שטימ,ασηπτων,10
שאת,αιρω,10
יו,ποδω,10
נרת,λυχνουσ,10
יהמ,στυ,10
חשנ,λογει,10
משחת,χρισεισ,10
יהמ,χει,10
שכנ,επικληθη,10
אבנימ,λιθινασ,10
כמ,πασ,10
ישבימ,κατοικου,10
נטויה,υψηλοσ,10
אהבה,αγαπαω,10
המ,ταυ,10
מעט,βραχυσ,10
שרש,ριζα,10
חמת,οργη,10
שנת,ενιαυτοσ,10
קרני,κερασ,10
חמות,πενθερα,10
לוא,ιδου,10
גרנ,αλισκομαι,10
תבא,ισοσ,10
חפצ,βουλομαι,10
יוסיפ,προστιθημι,10
חדשה,καινοσ,10
אבינדב,αμιναδαβ,10
נחש,ναασ,10
יוספ,προστιθημι,10
עלות,ολοκαυτωμα,10
אחיטוב,αχιτωβ,10
צומ,νηστεια,10
עצה,βουλη,10
משגב,αντιλημπτωρ,10
גזר,γαζερ,10
דביר,δαβιρ,10
חטאות,αμαρτια,10
נפש,ημω,10
משפחות,πατρια,10
אחז,αχαζ,10
ישמח,ευφρανθησεται,10
עשרימ,εικοστοσ,10
קומה,ανιστημι,10
יבשו,αισχυνθητωσαν,10
תחנונ,δεησισ,10
אביונ,πενησ,10
חציר,χορτοσ,10
גבר,ανθρωποσ,10
פקוד,εντολη,10
הדר,δοξα,10
יעמד,στησεται,10
מישאל,μισαηλ,10
אמרינ,λεγω,10
עדנ,καιροσ,10
מלכינ,βασιλευσ,10
יהב,διδωμι,10
אלו,ιδου,10
דהב,χρυσοσ,10
אלהינ,θεοσ,10
עבד,ποιεω,10
פמ,στομα,10
נגב,αιγυπτοσ,10
רקיע,στερεωμα,9
יבשה,ξηροσ,9
רמש,ερπετον,9
אפ,προσωπον,9
קדמ,ανατολη,9
יצא,εκπορευομαι,9
תהר,συλλαβου,9
מנחת,θυσια,9
הו,αποκτεινω,9
הרג,αποκτεινω,9
נשי,γυνη,9
ילד,γιγνομαι,9
עשרה,δωδεκα,9
עשרימ,εκατον,9
רעת,κακια,9
חמס,αδικια,9
תעש,ποιεω,9
באו,ισοσ,9
גשמ,υετοσ,9
זית,ελαια,9
אהל,οικοσ,9
שבא,σαβα,9
פלשתימ,φυλιστιιμ,9
חרנ,χαρραν,9
רעימ,πονηροσ,9
ינסו,φευγω,9
תנ,διδωμι,9
אליעזר,ελιεζερ,9
יוצא,εξαγω,9
הוצאתי,εξαγω,9
לדת,τικτω,9
אנ,που,9
קראת,καλεω,9
בנ,παιδιον,9
דרת,υμω,9
אמצא,ευρισκω,9
אפר,σποδοσ,9
פעמ,απαξ,9
מחרת,επαυριον,9
דע,γιγνωσκω,9
בקר,μοσχουσ,9
ילדו,τικτω,9
נגד,απεναντι,9
שר,αρχιστρατηγοσ,9
יו,κερασ,9
יקמו,ανιστημι,9
ארמ,συροσ,9
גבל,οριον,9
גמל,καμηλοσ,9
ישאל,επερωταω,9
מע,κοιλια,9
טל,δροσος,9
מרמה,δολοσ,9
שלחתי,αποστελλω,9
שכב,καθευδω,9
ראש,ακρον,9
השיב,αποστρεφω,9
יאספ,συναγω,9
יפתח,ανοιγνυμι,9
עני,ταπεινωσισ,9
פעמ,καιροσ,9
ברכ,γονυ,9
שלשומ,τριτοσ,9
ישא,λαμβανω,9
יגע,απτω,9
יבכו,κλαιω,9
ילדימ,παιδαριον,9
מצבת,στηλη,9
אליפז,ελιφασ,9
רעואל,ραγουηλος,9
ישב,ανατρεπω,9
משמר,φυλακη,9
ענבימ,σταφυλη,9
עברימ,εβραιος,9
עלות,αναβαινω,9
תשמע,ακουω,9
נמות,αποθνησκω,9
באימ,ερχομαι,9
נו,πασ,9
ידעו,οιδα,9
משקל,σταθμοσ,9
יהמ,πουσ,9
תועבה,βδελυγμα,9
מת,αποθανει,9
רדת,καταβαινω,9
אעלה,αναβαινω,9
אדונ,κυριοσ,9
גשנ,γεσεμ,9
גרא,γηρασ,9
אבות,ημω,9
ידינ,κρινω,9
עבדה,εργον,9
קראתי,καλεω,9
יתרו,ιοθορ,9
זכר,μνημοσυνον,9
יאמרו,ερομαι,9
פה,στομα,9
יאספו,συναγω,9
נטויה,υψηλω,9
עמרמ,αμβραμ,9
יכ,θεραπων,9
חטאתי,ημαρτηκα,9
ימ,ερυθροσ,9
עבדימ,δουλεια,9
מקדש,αγιασμα,9
שמרת,φυλασσω,9
תשמעו,ακουω,9
נפל,πιπτω,9
ראשית,απαρχη,9
יהמ,εργον,9
אמות,πηχυσ,9
איל,κριου,9
עגל,μοσχοσ,9
לחת,πλαξ,9
נכונ,ετοιμοσ,9
סיחנ,σηων,9
יכמ,ενωπιον,9
שבט,υμω,9
יכמ,αδελφοσ,9
ראובני,ρουβην,9
תשכח,επιλαθη,9
צר,θλιψισ,9
עינ,ημω,9
יכ,μισου,9
יתומ,ορφανω,9
נו,εσθιω,9
נעשתה,γιγνομαι,9
דינ,κρισισ,9
מתימ,νεκροσ,9
יבנה,οικοδομησει,9
ברכ,ευλογη,9
אבד,απολλυμι,9
תאכל,κατεσθιω,9
כלות,συντελεω,9
יחד,αμα,9
מו,ομοιοσ,9
אמת,δουλη,9
יודע,γιγνωσκω,9
ישב,καθησεται,9
כהני,ιερευσ,9
בית,βαιθσαμυσ,9
עלה,ολοκαυτωσιν,9
שלמימ,ειρηνικασ,9
קראת,εναντιοσ,9
דעו,γιγνωσκω,9
שלל,σκυλων,9
חרב,ρομφαιασ,9
מראשת,κεφαλη,9
אחימלכ,αβιμελεχ,9
צקלג,σεκελακ,9
שלשי,τριτοσ,9
בשת,μεμφιβοσθε,9
יעצ,βουλευω,9
עמודימ,στυλων,9
נבט,ναβατ,9
תרצה,θερσα,9
עבדיהו,αβδιου,9
הליד,γενναω,9
בטחו,ελπιζω,9
גבורי,ισχυροσ,9
בינה,συνεσισ,9
עתימ,καιροσ,9
לבב,ψυχη,9
צל,σκια,9
עדות,μαρτυρια,9
מלכות,βασιλευσ,9
האזינה,ενωτισαι,9
מעשי,εργον,9
יאבדו,απολου,9
עמל,κοποσ,9
בטחתי,ηλπισα,9
נו,ψυχη,9
יקר,τιμη,9
רומ,υψοσ,9
ארצ,οικουμενη,9
המ,εχω,9
מדי,μηδοσ,9
חזונ,οραμα,9
נבכדנצר,ναβουχοδονοσορ,9
גברינ,ανηρ,9
פשר,συγκριμα,9
תהומ,αβυσσοσ,8
תראה,οραω,8
הו,γενοσ,8
מראה,ορασις,8
עצמ,οστεον,8
שנ,δυο,8
נתנה,διδωμι,8
הבל,αβελ,8
שת,σηθ,8
תולדת,γενεσισ,8
מאות,εννακοσιοι,8
מאות,τριακοντα,8
תשעימ,ενενηκοντα,8
הו,εντελλω,8
ראת,ιδει,8
יונה,περιστερα,8
יבא,εισαγω,8
שוב,επιστρεφω,8
הכות,πατασσω,8
יבוסי,ιεβουσαι,8
עבר,εβερ,8
בוא,εισελθει,8
אריוכ,αριωχ,8
הו,ευλογεω,8
תאמר,ειπον,8
דמשק,δαμασκοσ,8
גר,παροικοσ,8
דבר,λαλου,8
זכר,αρσενικος,8
אחרת,ετεροσ,8
ישא,αναβλεπω,8
עשי,ποιεω,8
אפימ,προσωπον,8
צל,σκεπη,8
תעמד,ιστημι,8
קמ,ανιστημι,8
יתפלל,προσευχομαι,8
חטאה,αμαρτια,8
ישמע,εισακουω,8
רחק,μακροθεν,8
נפש,υμω,8
כמ,ψυχη,8
עפרונ,εφρων,8
אמ,εωσ,8
ירצ,τρεχω,8
ידי,χει,8
רגלי,πουσ,8
תרד,καταβαινω,8
ישתו,πινω,8
תימנ,θαιμαν,8
שמת,ονομα,8
לאמימ,λαοσ,8
עבור,οπωσ,8
יבא,εισφερω,8
דגנ,σιτοσ,8
ברח,αποδιδρασκω,8
פדנ,συρια,8
ידעתמ,γιγνωσκω,8
אבוא,εισερχομαι,8
עבדתי,δουλευω,8
אודה,εξομολογεω,8
רבות,πολυσ,8
כבד,δοξα,8
הגיד,αναγγει,8
צואר,τραχηλοσ,8
צבעונ,σεβεγων,8
זרח,ζαρα,8
נער,ναυσ,8
נו,αδελφοσ,8
יקרע,δια(ρ)ρηγνυμι,8
יו,οσφυσ,8
ימות,αποθνησκω,8
עלת,αναβαινω,8
תחלה,αρχη,8
מרכבת,αρμα,8
יעבר,διοσ,8
מרגלימ,κατασκοποσ,8
אמתחת,μαρσιππος,8
בת,οικοσ,8
גביע,κονδυ,8
מת,τελευταω,8
הבו,φερω,8
יו,ζωη,8
מלכ,αρχων,8
יפקד,επισκεπτομαι,8
הביא,εισαγαγει,8
עלמ,αιωνιοσ,8
לוי,λευιτησ,8
מפתימ,τερασ,8
תת,διδωμι,8
נטה,εκτεινω,8
יעל,αναγω,8
עבר,παρερχομαι,8
נו,εξαγω,8
יעבר,παρερχομαι,8
יכ,χει,8
יה,οπισω,8
תשמע,ακουσησ,8
עדת,μαρτυριον,8
גבעה,βουνος,8
עלה,ολοκαυτωμα,8
כנפי,πτερυξ,8
רד,καταβαινω,8
תבנה,οικοδομησεισ,8
נכרי,αλλοτριοσ,8
יהמ,αμφοτεροσ,8
נתת,επιτιθημι,8
כרוב,χερουβ,8
עדות,μαρτυριον,8
אמה,πηχω,8
עמד,στυ,8
נחשת,χαλκαι,8
קדש,αγιασμα,8
קדשת,αγιασεισ,8
ימנית,δεξιοσ,8
מחצית,ημισυσ,8
קרב,εγγιζω,8
השתחוו,προσκυνεω,8
בא,εισπορευη,8
כתב,γραφω,8
יבאו,φερω,8
ריב,αντιλογια,8
אח,υμω,8
אדבר,λαλεω,8
אכלתי,εσθιω,8
יתנ,παραδιδωμι,8
קריה,πολισ,8
נחלה,κληροσ,8
הכעיס,παροργισαι,8
