coptic,greek,pmi,count,source
ⲭⲣⲟⲛⲟⲛ,χρονον,,,loanword_only
ⲙⲉⲥⲓⲧⲏⲥ,μεσιτησ,,,loanword_only
ⲉⲩⲅⲉ,ευγε,,,loanword_only
ⲝⲱⲣⲓⲍⲉ,ξωριζε,,,loanword_only
ⲣⲙⲛⲥⲁⲣⲝ,ρμνσαρξ,,,loanword_only
ⲁⲡⲉⲣⲁⲛⲧⲟⲛ,απεραντον,,,loanword_only
ⲑⲗⲓⲯⲓⲥ,θλιψισ,,,loanword_only
ⲝⲟⲩⲣ,ξουρ,,,loanword_only
ⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,κληρονομοσ,,,loanword_only
ⲧⲉⲗⲱⲛⲏⲥ,τελωνησ,,,loanword_only
ⲉⲣⲡⲣⲟⲕⲟⲡⲧⲉⲓⲛ,ερπροκοπτειν,,,loanword_only
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ,σμαραγδοσ,,,loanword_only
ⲭⲟⲣⲉⲩⲉ,χορευε,,,loanword_only
ⲕⲁⲛⲑⲁⲣⲟⲥ,κανθαροσ,,,loanword_only
ⲅⲣⲁⲫⲏ,γραφη,,,loanword_only
ⲡⲁⲛⲑⲏⲣ,πανθηρ,,,loanword_only
ⲙⲟⲣⲫⲏ,μορφη,,,loanword_only
ⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ,μντμοναχοσ,,,loanword_only
ⲕⲁⲛⲱⲛ,κανων,,,loanword_only
ⲧⲓⲙⲱⲣⲓⲁ,τιμωρια,,,loanword_only
ⲃⲁⲣⲃⲁⲣⲟⲥ,βαρβαροσ,,,loanword_only
ⲡⲁⲣⲁⲅⲅⲉⲗⲓⲁ,παραγγελια,,,loanword_only
ⲙⲉⲛⲧⲟⲓ,μεντοι,,,loanword_only
ⲡⲓⲥⲧⲩⲭⲟⲥ,πιστυχοσ,,,loanword_only
ⲡⲣⲟⲛⲟⲓⲁ,προνοια,,,loanword_only
ⲕⲓⲛⲇⲩⲛⲟⲥ,κινδυνοσ,,,loanword_only
ⲛⲉⲥⲧⲟⲣⲓⲟⲥ,νεστοριοσ,,,loanword_only
ⲉⲣⲇⲓⲁⲕⲱⲛ,ερδιακων,,,loanword_only
ⲥⲁⲣⲕⲓⲕⲱⲥ,σαρκικωσ,,,loanword_only
ⲫⲟⲓⲛⲓⲕⲏ,φοινικη,,,loanword_only
ⲙⲛⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ,μνταρχιερευσ,,,loanword_only
ⲡⲣⲟⲥⲫⲟⲣⲁ,προσφορα,,,loanword_only
ⲁⲧⲡⲁⲣⲁⲓⲧⲉⲓ,ατπαραιτει,,,loanword_only
ⲫⲱⲥⲧⲏⲣ,φωστηρ,,,loanword_only
ⲁⲡⲟⲗⲁⲩⲥⲓⲥ,απολαυσισ,,,loanword_only
ⲡⲣⲟⲃⲁⲗⲉ,προβαλε,,,loanword_only
